# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
32.441494259,-0.2320,0.3037,0.8876,0.966
32.44888379,-0.2266,0.3017,0.8846,0.962
32.452227124,-0.2217,0.3017,0.8631,0.941
32.456525196,-0.2173,0.3037,0.8509,0.929
32.459888426,-0.2144,0.3051,0.8441,0.923
32.464833582,-0.2105,0.3066,0.8284,0.908
32.467464936,-0.2085,0.3076,0.8231,0.903
32.472795509,-0.2051,0.3086,0.8074,0.888
32.475927957,-0.2031,0.3130,0.7918,0.875
32.479973738,-0.2022,0.3139,0.7815,0.866
32.484569051,-0.2007,0.3154,0.7737,0.859
32.487705665,-0.2012,0.3208,0.7571,0.847
32.490791238,-0.2007,0.3237,0.7498,0.841
32.495385457,-0.2002,0.3310,0.7395,0.835
32.498874259,-0.1992,0.3379,0.7293,0.828
32.504123946,-0.1983,0.3433,0.7146,0.817
32.508310196,-0.2012,0.3520,0.6994,0.808
32.510833113,-0.2002,0.3569,0.6916,0.804
32.520665873,-0.1978,0.3608,0.6823,0.797
32.524379103,-0.1914,0.3760,0.6491,0.774
32.535543894,-0.1919,0.3809,0.6398,0.769
32.539131446,-0.1841,0.3887,0.6095,0.746
32.543292071,-0.1831,0.3867,0.6027,0.739
32.547872436,-0.1831,0.3877,0.6012,0.738
32.551691186,-0.1875,0.3862,0.5949,0.734
32.557818894,-0.1904,0.3887,0.5871,0.729
32.560990144,-0.1870,0.3872,0.5827,0.724
32.56379728,-0.1851,0.3911,0.5788,0.723
32.566287488,-0.1816,0.3926,0.5788,0.723
32.571773998,-0.1772,0.3960,0.5871,0.730
32.574656446,-0.1743,0.3960,0.5934,0.734
32.577589103,-0.1728,0.3936,0.5978,0.736
32.581606915,-0.1665,0.3877,0.6071,0.739
32.585793634,-0.1655,0.3823,0.6115,0.740
32.590938426,-0.1636,0.3701,0.6193,0.740
32.595227905,-0.1606,0.3569,0.6325,0.744
32.60062629,-0.1557,0.3462,0.6506,0.753
32.604877176,-0.1474,0.3408,0.6745,0.770
32.609284467,-0.1377,0.3349,0.6970,0.785
32.620755353,-0.1342,0.3320,0.7185,0.803
32.624328165,-0.1357,0.3222,0.7483,0.826
32.63405978,-0.1338,0.3188,0.7532,0.829
32.637441707,-0.1215,0.3071,0.7845,0.851
32.640192019,-0.1186,0.3061,0.7933,0.859
32.644849311,-0.1127,0.3061,0.8050,0.869
32.648994676,-0.1010,0.3076,0.8177,0.879
32.652505926,-0.0981,0.3086,0.8211,0.883
32.656980665,-0.0834,0.3090,0.8304,0.890
32.659597071,-0.0776,0.3061,0.8328,0.891
32.665213686,-0.0629,0.3061,0.8436,0.900
32.668054728,-0.0570,0.3027,0.8524,0.906
32.672325248,-0.0424,0.2949,0.8700,0.920
32.674851394,-0.0365,0.2895,0.8788,0.926
32.677736603,-0.0311,0.2841,0.8890,0.934
32.68294603,-0.0214,0.2763,0.9086,0.950
32.689218582,-0.0184,0.2690,0.9301,0.968
32.693863842,-0.0180,0.2612,0.9560,0.991
32.697939676,-0.0199,0.2538,0.9799,1.012
32.700969936,-0.0214,0.2494,0.9955,1.027
32.704421603,-0.0277,0.2402,1.0170,1.045
32.707850873,-0.0326,0.2362,1.0268,1.054
32.710437332,-0.0399,0.2323,1.0351,1.062
32.713085144,-0.0458,0.2289,1.0449,1.071
32.718879832,-0.0526,0.2255,1.0537,1.079
32.722767228,-0.0688,0.2265,1.0747,1.100
32.737545509,-0.0722,0.2274,1.0830,1.109
32.740359415,-0.0497,0.2489,1.0713,1.101
32.743253738,-0.0424,0.2524,1.0552,1.086
32.747258321,-0.0248,0.2660,1.0126,1.047
32.750050196,-0.0155,0.2729,0.9907,1.028
32.752711082,-0.0092,0.2773,0.9701,1.009
32.757981655,0.0011,0.2841,0.9271,0.970
32.763228634,0.0070,0.2851,0.8954,0.940
32.768557853,0.0109,0.2841,0.8695,0.915
32.771405717,0.0133,0.2822,0.8587,0.904
32.774960405,0.0177,0.2763,0.8460,0.890
32.779399259,0.0226,0.2748,0.8416,0.886
32.784035405,0.0343,0.2656,0.8402,0.882
32.788082228,0.0387,0.2607,0.8426,0.883
32.790733009,0.0480,0.2489,0.8490,0.886
32.794522175,0.0529,0.2416,0.8529,0.888
32.797802748,0.0607,0.2260,0.8563,0.888
32.802855144,0.0685,0.2055,0.8612,0.888
32.805972905,0.0710,0.1923,0.8656,0.890
32.810343009,0.0773,0.1634,0.8837,0.902
32.812836915,0.0768,0.1478,0.8968,0.912
32.820967592,0.0739,0.1351,0.9135,0.926
32.826344259,0.0465,0.0936,0.9926,0.998
32.842493478,0.0373,0.0823,1.0141,1.018
32.847010769,-0.0839,0.0496,1.1690,1.173
32.850152123,-0.1059,0.0506,1.1881,1.194
32.853348842,-0.1523,0.0579,1.2208,1.232
32.858425509,-0.1924,0.0672,1.2428,1.259
32.863682436,-0.2246,0.0760,1.2628,1.285
32.868443373,-0.2535,0.0887,1.2824,1.310
32.871704571,-0.2686,0.0921,1.2809,1.312
32.876232696,-0.2911,0.0941,1.2682,1.305
32.8787853,-0.3014,0.0945,1.2648,1.304
32.881908373,-0.3141,0.0945,1.2653,1.307
32.885106446,-0.3390,0.1024,1.2560,1.305
32.88893853,-0.3483,0.1063,1.2486,1.301
32.891827644,-0.3531,0.1068,1.2369,1.291
32.894497644,-0.3566,0.1107,1.2301,1.285
32.89795353,-0.3629,0.1185,1.1969,1.256
32.903852019,-0.3644,0.1234,1.1636,1.226
32.908003478,-0.3541,0.1248,1.1294,1.190
32.91094004,-0.3478,0.1229,1.1123,1.172
32.919841446,-0.3356,0.1180,1.0889,1.145
32.925568425,-0.3219,0.1043,1.0635,1.116
32.935697228,-0.3097,0.0970,1.0454,1.095
32.938916446,-0.2799,0.0867,1.0166,1.058
32.943722905,-0.2706,0.0853,1.0097,1.049
32.946684103,-0.2632,0.0833,1.0097,1.047
32.949257957,-0.2569,0.0823,1.0126,1.048
32.95385405,-0.2486,0.0735,1.0156,1.048
32.956629832,-0.2471,0.0696,1.0185,1.050
32.959706915,-0.2452,0.0677,1.0185,1.050
32.9657578,-0.2456,0.0657,1.0219,1.053
32.970531863,-0.2554,0.0633,1.0224,1.056
32.974629467,-0.2647,0.0550,1.0175,1.053
32.978552905,-0.2789,0.0481,1.0156,1.054
32.981777488,-0.2872,0.0462,1.0166,1.057
32.984728842,-0.2921,0.0437,1.0190,1.061
32.987545405,-0.2955,0.0437,1.0170,1.060
32.992783113,-0.3087,0.0472,1.0107,1.058
32.997053373,-0.3165,0.0476,1.0039,1.054
33.000389623,-0.3292,0.0550,0.9882,1.043
33.005425561,-0.3434,0.0638,0.9770,1.038
33.008737488,-0.3561,0.0701,0.9628,1.029
33.011651811,-0.3600,0.0726,0.9555,1.024
33.020519102,-0.3605,0.0755,0.9477,1.017
33.024528842,-0.3473,0.0745,0.9354,1.001
33.037984884,-0.3424,0.0682,0.9369,1.000
33.042401811,-0.2935,0.0139,1.0058,1.048
33.046338061,-0.2774,-0.0061,1.0356,1.072
33.049855144,-0.2686,-0.0159,1.0508,1.085
33.05510655,-0.2471,-0.0305,1.0786,1.107
33.058325665,-0.2329,-0.0398,1.0918,1.117
33.066735977,-0.2002,-0.0559,1.1211,1.140
33.070386394,-0.1553,-0.0770,1.1622,1.175
33.074916082,-0.1386,-0.0838,1.1798,1.191
33.077945821,-0.1123,-0.0994,1.2047,1.214
33.08074478,-0.1010,-0.1029,1.2169,1.225
33.085263582,-0.0893,-0.1058,1.2286,1.236
33.089297488,-0.0781,-0.1058,1.2443,1.251
33.092992436,-0.0702,-0.1024,1.2403,1.247
33.096878998,-0.0658,-0.1014,1.2345,1.240
33.101126238,-0.0629,-0.0916,1.2154,1.220
33.105805717,-0.0649,-0.0779,1.1842,1.188
33.108507852,-0.0649,-0.0711,1.1661,1.170
33.12399879,-0.0668,-0.0569,1.1343,1.138
33.130036498,-0.0737,-0.0183,1.0405,1.043
33.133924832,-0.0771,-0.0090,1.0151,1.018
33.136827696,-0.0785,-0.0046,1.0043,1.007
33.149628373,-0.0790,0.0012,0.9907,0.994
33.152148634,-0.0829,0.0227,0.9692,0.973
33.158649415,-0.0859,0.0291,0.9594,0.964
33.16135879,-0.0869,0.0315,0.9565,0.961
33.165875561,-0.0908,0.0310,0.9472,0.952
33.170299988,-0.0942,0.0340,0.9428,0.948
33.174571342,-0.0981,0.0349,0.9389,0.945
33.17804405,-0.1010,0.0359,0.9374,0.944
33.180883582,-0.1044,0.0344,0.9359,0.942
33.185910717,-0.1093,0.0354,0.9374,0.944
33.188917384,-0.1240,0.0398,0.9428,0.952
33.192733686,-0.1347,0.0374,0.9579,0.968
33.19712379,-0.1396,0.0388,0.9677,0.978
33.199668477,-0.1479,0.0418,0.9892,1.001
33.203286238,-0.1494,0.0423,0.9955,1.008
33.208108477,-0.1538,0.0447,0.9975,1.010
33.213413634,-0.1665,0.0579,0.9965,1.012
33.219732123,-0.1728,0.0623,0.9936,1.010
33.225724988,-0.1943,0.0794,0.9858,1.008
33.235890821,-0.2085,0.0911,0.9804,1.006
33.240154779,-0.2329,0.1229,0.9618,0.997
33.243500873,-0.2339,0.1244,0.9609,0.997
33.246150821,-0.2320,0.1268,0.9609,0.997
33.249687436,-0.2276,0.1327,0.9623,0.998
33.252697488,-0.2227,0.1390,0.9589,0.994
33.255826082,-0.2178,0.1390,0.9560,0.990
33.259285977,-0.2129,0.1371,0.9555,0.988
33.262819779,-0.2031,0.1268,0.9530,0.983
33.269385925,-0.1934,0.1126,0.9540,0.980
33.2746203,-0.1885,0.1058,0.9574,0.982
33.278758477,-0.1724,0.0760,0.9687,0.987
33.283360457,-0.1562,0.0525,0.9780,0.992
33.289321915,-0.1347,0.0281,0.9912,1.001
33.295365925,-0.1132,-0.0007,1.0048,1.011
33.298973425,-0.0971,-0.0315,1.0214,1.027
33.305669102,-0.0849,-0.0603,1.0371,1.042
33.310385404,-0.0619,-0.1141,1.0547,1.063
33.321384623,-0.0556,-0.1459,1.0684,1.080
33.326386029,-0.0605,-0.1849,1.1182,1.135
33.340194884,-0.0619,-0.1903,1.1294,1.147
33.343745248,-0.0766,-0.1825,1.1285,1.146
33.34630379,-0.0825,-0.1786,1.1245,1.142
33.349816498,-0.0893,-0.1722,1.1201,1.137
33.352333269,-0.0971,-0.1664,1.1157,1.132
33.357105196,-0.1171,-0.1561,1.1128,1.130
33.359887644,-0.1279,-0.1488,1.1148,1.132
33.364488634,-0.1616,-0.1317,1.1172,1.136
33.367647592,-0.1782,-0.1229,1.1162,1.137
33.374190509,-0.2100,-0.1029,1.1109,1.135
33.379595144,-0.2481,-0.0745,1.1021,1.132
33.384317019,-0.2574,-0.0682,1.0991,1.131
33.38898655,-0.2779,-0.0501,1.0908,1.127
33.395305092,-0.2857,-0.0408,1.0845,1.122
33.398393842,-0.2896,-0.0315,1.0776,1.116
33.402184831,-0.2911,-0.0266,1.0732,1.112
33.405070196,-0.2950,-0.0257,1.0679,1.108
33.408862436,-0.2989,-0.0266,1.0620,1.104
33.413702488,-0.3009,-0.0349,1.0488,1.092
33.421715248,-0.2989,-0.0398,1.0395,1.082
33.440318009,-0.3043,-0.0384,1.0087,1.054
33.444446967,-0.2847,-0.0134,0.9833,1.024
33.447863061,-0.2847,-0.0105,0.9809,1.021
33.452261394,-0.2852,-0.0090,0.9819,1.022
33.457245248,-0.2813,-0.0056,0.9824,1.022
33.4600653,-0.2803,-0.0037,0.9843,1.023
33.463302384,-0.2764,-0.0017,0.9833,1.021
33.466646706,-0.2642,-0.0032,0.9863,1.021
33.475649206,-0.2544,0.0002,0.9912,1.023
33.479461498,-0.2442,0.0046,0.9838,1.014
33.483851081,-0.2422,0.0066,0.9770,1.007
33.486707956,-0.2373,0.0115,0.9584,0.987
33.489291134,-0.2349,0.0139,0.9496,0.978
33.494225821,-0.2329,0.0178,0.9296,0.958
33.499422227,-0.2246,0.0247,0.9076,0.935
33.504113842,-0.2139,0.0315,0.8841,0.910
33.508476029,-0.2022,0.0403,0.8602,0.885
33.511169623,-0.1992,0.0481,0.8490,0.873
33.513941915,-0.1973,0.0530,0.8367,0.861
33.516638061,-0.1939,0.0579,0.8236,0.848
33.521543425,-0.1924,0.0667,0.8035,0.829
33.533386134,-0.1958,0.0726,0.7864,0.814
33.548123165,-0.1987,0.0745,0.7483,0.778
33.551228113,-0.2105,0.0726,0.7249,0.758
33.555972592,-0.2134,0.0682,0.7258,0.760
33.559834884,-0.2154,0.0677,0.7278,0.762
33.564565561,-0.2114,0.0652,0.7361,0.769
33.569872436,-0.2061,0.0672,0.7385,0.770
33.572395613,-0.2027,0.0682,0.7371,0.767
33.576881811,-0.1934,0.0711,0.7288,0.757
33.57946879,-0.1856,0.0750,0.7219,0.749
33.583044259,-0.1787,0.0770,0.7122,0.738
33.586228269,-0.1655,0.0814,0.6936,0.718
33.589681863,-0.1582,0.0843,0.6843,0.707
33.5927103,-0.1504,0.0853,0.6750,0.697
33.596032436,-0.1460,0.0853,0.6643,0.685
33.59938754,-0.1421,0.0858,0.6447,0.666
33.605057748,-0.1470,0.0931,0.6232,0.647
33.609914102,-0.1577,0.0989,0.6022,0.630
33.618584779,-0.1636,0.1048,0.5885,0.620
33.621813113,-0.1660,0.1116,0.5783,0.612
33.627165613,-0.1621,0.1141,0.5797,0.613
33.637335873,-0.1533,0.1185,0.5822,0.614
33.639903842,-0.1352,0.1244,0.5924,0.620
33.645687644,-0.1250,0.1234,0.5880,0.614
33.649312644,-0.1123,0.1170,0.5793,0.602
33.65549254,-0.1035,0.1156,0.5744,0.595
33.660755769,-0.1025,0.1146,0.5822,0.602
33.66439629,-0.1093,0.1136,0.6017,0.622
33.666964467,-0.1132,0.1156,0.6164,0.637
33.669591081,-0.1240,0.1180,0.6310,0.654
33.672501446,-0.1347,0.1229,0.6413,0.667
33.676457331,-0.1470,0.1312,0.6481,0.677
33.680018738,-0.1631,0.1390,0.6501,0.685
33.684766081,-0.1983,0.1576,0.6398,0.688
33.688130404,-0.2339,0.1840,0.6511,0.716
33.690675873,-0.2554,0.1928,0.6530,0.727
33.693217436,-0.2745,0.2001,0.6565,0.739
33.697233686,-0.3043,0.2069,0.6789,0.772
33.702395873,-0.3229,0.2050,0.7038,0.801
33.707191967,-0.3272,0.2011,0.7376,0.832
33.713044936,-0.3185,0.1976,0.7766,0.862
33.722464102,-0.3111,0.1923,0.7967,0.877
33.740135352,-0.2593,0.1708,0.8690,0.923
33.74303905,-0.2305,0.0980,1.0239,1.054
33.747860665,-0.2369,0.0618,1.0791,1.107
33.75062754,-0.2388,0.0393,1.1055,1.132
33.754832696,-0.2271,-0.0037,1.1602,1.182
33.765094831,-0.1978,-0.0432,1.2081,1.225
33.770081133,-0.1621,-0.0716,1.3073,1.319
33.773293217,-0.1577,-0.0730,1.3996,1.410
33.775825821,-0.1553,-0.0677,1.4475,1.457
33.780052331,-0.1494,-0.0481,1.5267,1.535
33.782953946,-0.1479,-0.0344,1.5516,1.559
33.78570629,-0.1460,-0.0203,1.5687,1.576
33.790913686,-0.1382,0.0129,1.5863,1.592
33.794792279,-0.1367,0.0300,1.5843,1.590
33.797772071,-0.1391,0.0784,1.5721,1.580
33.802803738,-0.1445,0.1112,1.5662,1.577
33.810370717,-0.1509,0.1825,1.5506,1.569
33.813668529,-0.1543,0.2191,1.5408,1.564
33.816626758,-0.1597,0.3281,1.4930,1.537
33.820166915,-0.1655,0.3892,1.4558,1.516
33.823086758,-0.1645,0.4156,1.4387,1.507
33.831797852,-0.1597,0.4390,1.4206,1.495
33.836360092,-0.1333,0.5235,1.3987,1.499
33.851417227,-0.1269,0.5465,1.4065,1.514
33.856092331,-0.0248,0.7371,1.4460,1.623
33.860084258,-0.0043,0.7625,1.4475,1.636
33.8643653,0.0431,0.8035,1.4436,1.653
33.869791133,0.0842,0.8348,1.4417,1.668
33.872799935,0.1120,0.8573,1.4460,1.685
33.875685196,0.1228,0.8675,1.4490,1.693
33.8811678,0.1379,0.8832,1.4612,1.713
33.885123738,0.1452,0.9003,1.4778,1.737
33.888977279,0.1443,0.9032,1.4886,1.747
33.893236394,0.1360,0.9066,1.5018,1.759
33.895837175,0.1291,0.9052,1.4934,1.751
33.901285873,0.1233,0.9008,1.4426,1.705
33.905828373,0.1135,0.8973,1.3698,1.641
33.908989883,0.1037,0.8929,1.3410,1.614
33.911633529,0.0881,0.8910,1.3205,1.595
33.916407696,0.0519,0.8866,1.3073,1.580
33.921629154,0.0070,0.8905,1.3239,1.596
33.924378529,-0.0106,0.9027,1.3386,1.615
33.929258269,-0.0321,0.9169,1.3522,1.634
33.932950613,-0.1059,0.9550,1.3591,1.664
33.936617019,-0.1264,0.9638,1.3464,1.661
33.941627123,-0.1553,0.9770,1.3092,1.641
33.946521758,-0.1733,0.9784,1.2721,1.614
33.949105196,-0.1772,0.9755,1.2496,1.595
33.951814415,-0.1816,0.9687,1.2276,1.574
33.955856133,-0.1758,0.9530,1.1900,1.535
33.961096967,-0.1689,0.9438,1.1685,1.512
33.9642328,-0.1367,0.9330,1.1241,1.467
33.970417748,-0.1015,0.9120,1.0864,1.422
33.973586863,-0.0839,0.8934,1.0644,1.392
33.9782853,-0.0556,0.8470,1.0166,1.324
33.981999675,-0.0224,0.7884,0.9736,1.253
33.986029519,0.0021,0.7639,0.9540,1.222
33.989948113,0.0402,0.7175,0.9174,1.165
33.99270879,0.0568,0.6931,0.9022,1.139
33.997302071,0.0886,0.6486,0.8685,1.088
34.002380769,0.1203,0.6091,0.8231,1.031
34.0058453,0.1330,0.5929,0.7991,1.004
34.009279935,0.1531,0.5651,0.7405,0.944
34.014218269,0.1663,0.5455,0.6784,0.886
34.024924935,0.1697,0.5377,0.6511,0.861
34.02866556,0.1706,0.5162,0.5338,0.762
34.03279155,0.1516,0.5118,0.4796,0.718
34.036729519,0.1213,0.5113,0.4322,0.680
34.041311081,0.0988,0.5235,0.3911,0.661
34.046948321,0.0910,0.5367,0.3496,0.647
34.049509935,0.0915,0.5446,0.3296,0.643
34.05459379,0.0993,0.5578,0.2905,0.637
34.05926056,0.1125,0.5714,0.2470,0.633
34.061990248,0.1184,0.5773,0.2260,0.631
34.065736394,0.1281,0.5807,0.2001,0.627
34.068271237,0.1394,0.5793,0.1732,0.620
34.071053946,0.1516,0.5749,0.1493,0.613
34.0745803,0.1760,0.5670,0.1151,0.605
34.081014102,0.1848,0.5548,0.0901,0.592
34.089677748,0.1926,0.5470,0.0701,0.584
34.0928078,0.2249,0.5416,0.0677,0.590
34.096121446,0.2400,0.5431,0.0706,0.598
34.099371185,0.2610,0.5480,0.0858,0.613
34.1050503,0.2610,0.5504,0.1126,0.620
34.109747279,0.2410,0.5548,0.1527,0.624
34.116348737,0.2039,0.5636,0.1986,0.631
34.119275144,0.1628,0.5836,0.2485,0.655
34.122569415,0.1467,0.5993,0.2744,0.675
34.133040925,0.1350,0.6379,0.3237,0.728
34.144577123,0.2430,0.7644,0.3789,0.887
34.148682331,0.4829,1.0381,0.3555,1.199
34.152532696,0.6124,1.2228,0.2963,1.399
34.157548269,0.7448,1.4436,0.1864,1.635
34.162809831,0.7731,1.6166,-0.0046,1.792
34.168407331,0.7462,1.7632,-0.1879,1.924
34.172126185,0.8200,1.8868,-0.4424,2.104
34.178718946,0.9260,1.9957,-0.6222,2.286
34.184231394,0.9984,2.0627,-0.7214,2.402
34.188988529,1.0101,2.1306,-0.6916,2.457
34.19253556,0.8747,2.0197,-0.6516,2.295
34.195955456,0.8308,1.9264,-0.6042,2.183
34.200958998,0.7824,1.7075,-0.4077,1.922
34.204887227,0.7687,1.4925,-0.0980,1.682
34.210338998,0.7716,1.3195,0.2744,1.553
34.213184987,0.7638,1.2457,0.4718,1.536
34.216635352,0.7516,1.1822,0.6687,1.552
34.219864571,0.7169,1.0703,1.0630,1.670
34.222368737,0.6964,1.0175,1.2599,1.763
34.226250456,0.6764,0.9706,1.4392,1.863
34.231361915,0.6549,0.9252,1.6092,1.968
34.235045092,0.6016,0.8367,1.9107,2.171
34.247372123,0.5742,0.7991,2.0495,2.273
34.252187071,0.3534,0.6105,2.5620,2.657
34.254783112,0.3260,0.5739,2.5273,2.612
34.265801706,0.2508,0.4972,2.3788,2.443
34.270290821,0.0514,0.3853,1.9005,1.940
34.275505092,-0.0663,0.3501,1.5946,1.634
34.280206706,-0.1860,0.3100,1.2936,1.343
34.283520717,-0.2510,0.2802,1.1480,1.208
34.286617227,-0.3248,0.2460,1.0136,1.092
34.289151133,-0.4074,0.2079,0.8944,1.005
34.296528789,-0.5872,0.1366,0.6828,0.911
34.301314571,-0.8056,0.0853,0.3716,0.891
34.303941862,-0.8422,0.0955,0.2641,0.888
34.308380977,-0.8300,0.1678,0.0413,0.848
34.31285655,-0.7030,0.3208,-0.1771,0.793
34.319477279,-0.6004,0.4268,-0.2748,0.786
34.323180144,-0.1909,0.7723,-0.5079,0.944
34.337580925,-0.0414,0.8837,-0.5670,1.051
34.340164571,0.5337,1.2882,-0.7009,1.561
34.343295925,0.5630,1.2995,-0.6965,1.578
34.346340873,0.5733,1.2912,-0.6819,1.569
34.350076237,0.5703,1.2711,-0.6521,1.538
34.353131289,0.5400,1.2120,-0.5455,1.435
34.359032279,0.4922,1.1426,-0.3946,1.305
34.361917019,0.4677,1.1079,-0.3105,1.242
34.364642852,0.4438,1.0752,-0.2304,1.186
34.367255612,0.4223,1.0434,-0.1571,1.137
34.369965769,0.3988,1.0131,-0.0872,1.092
34.372968581,0.3734,0.9843,-0.0237,1.053
34.375846914,0.3163,0.9315,0.0960,0.988
34.378558998,0.2816,0.9042,0.1502,0.959
34.386841706,0.2166,0.8539,0.2431,0.914
34.390533946,0.1663,0.7683,0.3276,0.852
34.393558685,0.1658,0.7327,0.3476,0.828
34.398942435,0.1829,0.6643,0.3726,0.783
34.404949623,0.2298,0.5973,0.3731,0.741
34.409091654,0.2918,0.5363,0.3501,0.704
34.413837331,0.3485,0.4840,0.3144,0.674
34.416979414,0.3715,0.4625,0.2954,0.663
34.421109779,0.4037,0.4278,0.2358,0.634
34.423635039,0.4184,0.4156,0.1932,0.621
34.432482696,0.4355,0.4102,0.1405,0.615
34.437829102,0.4834,0.4478,-0.1190,0.670
34.450341914,0.4907,0.4669,-0.1854,0.702
34.4545378,0.4907,0.5846,-0.4722,0.898
34.457310092,0.4795,0.6003,-0.5060,0.920
34.461988581,0.4496,0.6350,-0.5822,0.972
34.467982696,0.4018,0.6726,-0.6701,1.031
34.472636081,0.3436,0.7170,-0.7478,1.092
34.477411237,0.2806,0.7649,-0.8021,1.143
34.4799478,0.2478,0.7903,-0.8172,1.164
34.482765092,0.2190,0.8128,-0.8245,1.178
34.485607383,0.1931,0.8353,-0.8250,1.190
34.491315873,0.1633,0.8734,-0.8172,1.207
34.501199623,0.1535,0.8993,-0.8065,1.218
34.5062353,0.1614,0.9237,-0.7503,1.201
34.509633894,0.1921,0.9237,-0.7136,1.183
34.51439306,0.2322,0.9179,-0.6828,1.167
34.519897487,0.2518,0.9125,-0.6706,1.160
34.5251803,0.3021,0.8934,-0.6320,1.135
34.543498321,0.3148,0.8876,-0.6276,1.132
34.54818931,0.3759,0.7791,-0.7166,1.123
34.553002383,0.3886,0.7405,-0.7278,1.109
34.556048321,0.3920,0.7224,-0.7278,1.098
34.560301966,0.3959,0.6887,-0.7263,1.076
34.5636278,0.3944,0.6701,-0.7273,1.065
34.566820196,0.3773,0.6350,-0.7126,1.026
34.571679883,0.3661,0.6179,-0.7009,1.004
34.575037852,0.3578,0.5983,-0.6907,0.981
34.578289623,0.3436,0.5656,-0.6672,0.940
34.584988737,0.3348,0.5372,-0.6481,0.906
34.588848269,0.3338,0.5133,-0.6120,0.866
34.592932435,0.3412,0.4874,-0.5670,0.822
34.595439206,0.3431,0.4771,-0.5455,0.802
34.599753841,0.3426,0.4683,-0.5192,0.779
34.605158946,0.3270,0.4678,-0.5094,0.765
34.610510716,0.2933,0.4713,-0.4972,0.745
34.615161289,0.2532,0.4791,-0.4923,0.732
34.617906758,0.2317,0.4859,-0.4884,0.727
34.623241237,0.1897,0.5064,-0.4908,0.730
34.635310508,0.1467,0.5304,-0.4977,0.742
34.640064102,0.0558,0.5768,-0.5353,0.789
34.648110508,0.0187,0.5934,-0.5651,0.820
34.650784779,-0.0228,0.6042,-0.6203,0.866
34.654818112,-0.0434,0.6139,-0.6584,0.901
34.657844414,-0.0517,0.6179,-0.6750,0.917
34.662897227,-0.0712,0.6325,-0.6994,0.946
34.666116498,-0.0761,0.6379,-0.7092,0.957
34.671440821,-0.0746,0.6496,-0.7234,0.975
34.6756303,-0.0668,0.6555,-0.7322,0.985
34.678692539,-0.0487,0.6696,-0.7376,0.997
34.681825456,-0.0351,0.6775,-0.7356,1.001
34.686005352,-0.0077,0.6911,-0.7214,0.999
34.691772696,0.0290,0.7053,-0.6960,0.991
34.696465404,0.0524,0.7126,-0.6843,0.989
34.699191914,0.0974,0.7356,-0.6643,0.996
34.706475352,0.1399,0.7654,-0.6403,1.008
34.710081914,0.1843,0.7967,-0.6105,1.020
34.716367071,0.2278,0.8548,-0.5534,1.043
34.719967748,0.2395,0.8964,-0.5035,1.056
34.725006393,0.2444,0.9354,-0.4620,1.072
34.733330821,0.2439,0.9550,-0.4468,1.082
34.73659905,0.2381,0.9736,-0.4356,1.093
34.747447123,0.2097,1.0205,-0.4043,1.118
34.7510678,0.1467,1.0610,-0.4219,1.151
34.757113841,0.1101,1.0620,-0.4410,1.155
34.761213581,0.0680,1.0576,-0.4644,1.157
34.764964727,0.0280,1.0542,-0.4996,1.167
34.767705143,0.0099,1.0483,-0.5211,1.171
34.77103655,-0.0057,1.0395,-0.5372,1.170
34.773855977,-0.0165,1.0293,-0.5538,1.169
34.778670456,-0.0331,1.0068,-0.5788,1.162
34.782809675,-0.0492,0.9770,-0.5905,1.143
34.785907383,-0.0580,0.9623,-0.5939,1.132
34.790030612,-0.0688,0.9506,-0.5959,1.124
34.793510925,-0.0825,0.9237,-0.5983,1.104
34.797145821,-0.0825,0.9105,-0.6047,1.096
34.80029306,-0.0688,0.8837,-0.6183,1.081
34.803015352,-0.0575,0.8685,-0.6252,1.072
34.808098268,-0.0355,0.8382,-0.6271,1.047
34.812853998,-0.0258,0.8162,-0.6198,1.025
34.819693008,-0.0248,0.8089,-0.6139,1.016
34.825707279,-0.0331,0.8040,-0.5920,0.999
34.830718998,-0.0321,0.8065,-0.5812,0.995
34.834033841,-0.0263,0.8055,-0.5802,0.993
34.838706237,-0.0233,0.8089,-0.5832,0.997
34.843704987,-0.0268,0.8153,-0.6007,1.013
34.846489779,-0.0263,0.8187,-0.6164,1.025
34.850033112,-0.0253,0.8236,-0.6354,1.041
34.852645664,-0.0219,0.8284,-0.6565,1.057
34.856014206,-0.0101,0.8367,-0.7009,1.092
34.861191081,-0.0009,0.8436,-0.7449,1.125
34.864367227,0.0001,0.8480,-0.7654,1.142
34.868197643,-0.0033,0.8587,-0.8040,1.176
34.871531446,-0.0038,0.8646,-0.8182,1.190
34.876381185,-0.0033,0.8841,-0.8421,1.221
34.880680039,-0.0160,0.9144,-0.8485,1.248
34.883695248,-0.0224,0.9301,-0.8465,1.258
34.887374675,-0.0287,0.9428,-0.8402,1.263
34.892058946,-0.0375,0.9579,-0.8270,1.266
34.895459206,-0.0395,0.9662,-0.8226,1.270
34.899105352,-0.0439,0.9721,-0.8094,1.266
34.905705508,-0.0399,0.9784,-0.7850,1.255
34.908622904,-0.0209,0.9750,-0.7459,1.228
34.913543581,0.0109,0.9653,-0.7117,1.199
34.916066706,0.0250,0.9613,-0.6985,1.189
34.920952748,0.0568,0.9496,-0.6633,1.160
34.923615404,0.0729,0.9408,-0.6428,1.142
34.93279806,0.0900,0.9311,-0.6232,1.124
