# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
6.83804156,0.0065,0.7854,0.6335,1.009
6.840820206,0.0060,0.7850,0.6325,1.008
6.8464663,0.0040,0.7874,0.6320,1.010
6.850576248,0.0035,0.7889,0.6291,1.009
6.853286977,0.0040,0.7884,0.6286,1.008
6.8580938,0.0026,0.7908,0.6257,1.008
6.863213435,0.0045,0.7889,0.6222,1.005
6.866117654,0.0035,0.7889,0.6198,1.003
6.869427029,0.0040,0.7889,0.6174,1.002
6.874949633,0.0045,0.7889,0.6120,0.998
6.881101092,0.0079,0.7879,0.6076,0.995
6.884750519,0.0094,0.7854,0.6056,0.992
6.888596196,0.0099,0.7854,0.6042,0.991
6.891932602,0.0104,0.7835,0.6042,0.989
6.899155831,0.0118,0.7810,0.6012,0.986
6.90793979,0.0118,0.7815,0.5983,0.984
6.922013175,0.0104,0.7859,0.5988,0.988
6.926504529,0.0026,0.7884,0.6017,0.992
6.929059633,0.0021,0.7889,0.6012,0.992
6.935126717,-0.0009,0.7894,0.6051,0.995
6.938455987,-0.0009,0.7898,0.6066,0.996
6.941344633,-0.0033,0.7898,0.6076,0.997
6.945211248,-0.0062,0.7903,0.6091,0.998
6.949179894,-0.0057,0.7913,0.6091,0.999
6.95362604,-0.0067,0.7908,0.6105,0.999
6.957895935,-0.0067,0.7903,0.6091,0.998
6.96130031,-0.0082,0.7923,0.6105,1.000
6.963930883,-0.0072,0.7923,0.6100,1.000
6.96656255,-0.0087,0.7923,0.6105,1.000
6.970379217,-0.0106,0.7947,0.6110,1.003
6.973807237,-0.0116,0.7952,0.6120,1.004
6.979385258,-0.0101,0.7962,0.6091,1.002
6.983673383,-0.0092,0.7962,0.6095,1.003
6.986381821,-0.0106,0.7947,0.6091,1.001
6.989046508,-0.0092,0.7962,0.6086,1.002
6.991499789,-0.0077,0.7942,0.6061,0.999
6.996237758,-0.0072,0.7928,0.6056,0.998
6.998894112,-0.0067,0.7933,0.6042,0.997
7.002758123,-0.0072,0.7933,0.6042,0.997
7.006541456,-0.0053,0.7947,0.6007,0.996
7.009173331,-0.0053,0.7947,0.6007,0.996
7.014511039,-0.0053,0.7952,0.6012,0.997
7.020556456,-0.0004,0.7952,0.5998,0.996
7.024349737,-0.0013,0.7942,0.6003,0.996
7.031854946,0.0016,0.7928,0.6022,0.996
7.035387446,0.0006,0.7918,0.5988,0.993
7.038138123,0.0016,0.7908,0.6003,0.993
7.042357758,0.0021,0.7894,0.5998,0.991
7.047224633,0.0016,0.7898,0.6017,0.993
7.050816196,0.0035,0.7879,0.6022,0.992
7.055554373,0.0050,0.7874,0.6042,0.992
7.059183904,0.0070,0.7869,0.6071,0.994
7.064529321,0.0060,0.7854,0.6120,0.996
7.069279529,0.0070,0.7840,0.6110,0.994
7.072065831,0.0084,0.7835,0.6135,0.995
7.076823696,0.0099,0.7796,0.6164,0.994
7.080268331,0.0089,0.7801,0.6179,0.995
7.087307342,0.0104,0.7791,0.6179,0.994
7.092277081,0.0094,0.7810,0.6174,0.996
7.095675414,0.0075,0.7815,0.6183,0.997
7.100299217,0.0031,0.7830,0.6183,0.998
7.109704894,0.0045,0.7820,0.6169,0.996
7.132750571,0.0016,0.7845,0.6130,0.996
7.135691092,0.0040,0.7889,0.6071,0.995
7.138332289,0.0050,0.7879,0.6095,0.996
7.143095779,0.0055,0.7879,0.6086,0.996
7.147739633,0.0040,0.7894,0.6076,0.996
7.155248956,0.0040,0.7894,0.6051,0.995
7.166572081,0.0016,0.7913,0.6061,0.997
7.171484581,0.0021,0.7928,0.6047,0.997
7.183491039,0.0031,0.7898,0.6032,0.994
7.189336977,0.0026,0.7908,0.5998,0.993
7.192498071,0.0021,0.7894,0.6027,0.993
7.197886977,0.0026,0.7884,0.6022,0.992
7.2027413,0.0021,0.7869,0.6007,0.990
7.205288331,0.0031,0.7869,0.6007,0.990
7.210401664,0.0031,0.7869,0.5998,0.989
7.220178123,0.0026,0.7845,0.5993,0.987
7.244001873,0.0035,0.7850,0.6017,0.989
7.246607862,0.0006,0.7879,0.6037,0.993
7.25211031,0.0035,0.7874,0.6061,0.994
7.258445466,0.0031,0.7864,0.6056,0.993
7.261854164,0.0031,0.7874,0.6100,0.996
7.265959477,0.0035,0.7884,0.6125,0.998
7.269718175,0.0031,0.7879,0.6139,0.999
7.276175675,-0.0004,0.7918,0.6179,1.004
7.281155935,-0.0053,0.7913,0.6208,1.006
7.285585206,-0.0121,0.7889,0.6247,1.006
7.288083904,-0.0145,0.7874,0.6266,1.006
7.291288435,-0.0199,0.7845,0.6252,1.003
7.297894685,-0.0302,0.7894,0.6237,1.006
7.31257281,-0.0224,0.8060,0.6213,1.018
7.315493539,-0.0336,0.8177,0.6252,1.030
7.318688487,0.0055,0.7791,0.6139,0.992
7.322882446,-0.0140,0.7498,0.6154,0.970
7.327992706,-0.0375,0.7962,0.6164,1.008
7.331622654,0.0177,0.7835,0.6042,0.990
7.334905258,-0.0346,0.8113,0.6100,1.016
7.338465102,0.0221,0.7483,0.5954,0.957
7.343372289,-0.0101,0.8553,0.5944,1.042
7.347983539,0.0280,0.7674,0.5861,0.966
7.35077031,-0.0165,0.8597,0.5905,1.043
7.353306091,0.0299,0.7698,0.5793,0.964
7.357909998,-0.0302,0.7591,0.5920,0.963
7.360730883,0.0265,0.7454,0.5739,0.941
7.363188175,-0.0399,0.7908,0.5924,0.989
7.365947185,0.0143,0.8475,0.5778,1.026
7.3702913,0.0065,0.7200,0.5788,0.924
7.374216821,0.0397,0.7859,0.5773,0.976
7.378426404,0.0050,0.8656,0.5920,1.049
7.381918904,0.0177,0.7175,0.5812,0.924
7.386044008,0.0402,0.7713,0.5827,0.967
7.396124321,-0.0360,0.7713,0.6051,0.981
7.398779685,-0.0101,0.8700,0.6183,1.067
7.404515623,0.0265,0.7190,0.5939,0.933
7.41026656,-0.0390,0.7884,0.6237,1.006
7.414315518,-0.0297,0.7385,0.6169,0.963
7.440399321,-0.0082,0.7136,0.6105,0.939
7.44508656,-0.0414,0.8094,0.6247,1.023
7.449060675,-0.0390,0.7972,0.6203,1.011
7.453577185,-0.0370,0.7913,0.6149,1.003
7.457623279,0.0485,0.7776,0.5988,0.983
7.462671821,-0.0375,0.7918,0.6130,1.002
7.466926143,0.0500,0.7771,0.5973,0.981
7.470371664,-0.0380,0.8055,0.6144,1.014
7.473919477,-0.0365,0.8153,0.6144,1.022
7.480081925,-0.0370,0.8289,0.6169,1.034
7.48420281,-0.0326,0.8416,0.6203,1.046
7.489596664,-0.0282,0.8539,0.6213,1.056
7.494049633,-0.0184,0.8622,0.6242,1.065
7.496581248,0.0246,0.6999,0.5900,0.916
7.499101039,-0.0062,0.8661,0.6237,1.067
7.506757029,0.0128,0.6970,0.5924,0.915
7.509651821,0.0246,0.8514,0.6213,1.054
7.521303748,-0.0170,0.7244,0.6051,0.944
7.527135779,0.0514,0.7664,0.6071,0.979
7.531685883,-0.0233,0.8602,0.6237,1.063
7.535557341,0.0333,0.7087,0.5920,0.924
7.539294268,0.0128,0.7034,0.5915,0.919
7.541819425,0.0158,0.8666,0.6208,1.066
7.544429841,-0.0101,0.7195,0.5959,0.934
7.5470588,0.0363,0.8377,0.6139,1.039
7.549836196,-0.0268,0.7508,0.6017,0.963
7.555770727,-0.0355,0.7942,0.6105,1.002
7.558573904,0.0500,0.7478,0.5934,0.956
7.563075623,0.0387,0.7102,0.5905,0.924
7.568917914,0.0182,0.6946,0.5944,0.914
7.572067654,-0.0077,0.7058,0.6017,0.928
7.574955727,0.0338,0.8324,0.6262,1.042
7.577816821,-0.0277,0.7439,0.6149,0.966
7.581359216,0.0485,0.7864,0.6183,1.002
7.585650414,0.0446,0.7356,0.6135,0.959
7.592160883,0.0285,0.7029,0.6066,0.929
7.597970414,0.0123,0.8573,0.6374,1.068
7.604058748,-0.0272,0.7268,0.6154,0.953
7.607608696,-0.0448,0.7796,0.6262,1.001
7.610108123,-0.0473,0.8353,0.6345,1.050
7.615622758,0.0299,0.7283,0.6071,0.949
7.61956557,-0.0038,0.8744,0.6335,1.080
7.622181612,-0.0277,0.7263,0.6017,0.944
7.635721248,0.0197,0.8426,0.6208,1.047
7.645581091,0.0050,0.7092,0.5851,0.919
7.655036248,-0.0243,0.7190,0.5861,0.928
7.660472393,0.0275,0.7400,0.5836,0.943
7.664071873,0.0050,0.7122,0.5802,0.919
7.666847185,-0.0140,0.8788,0.6144,1.072
7.670482706,0.0138,0.8524,0.6076,1.047
7.675190623,-0.0483,0.7635,0.5944,0.969
7.677796768,-0.0556,0.8226,0.6076,1.024
7.683660987,-0.0404,0.8656,0.6179,1.064
7.687766664,-0.0121,0.8739,0.6198,1.071
7.692117289,-0.0214,0.7166,0.5924,0.930
7.696327289,-0.0453,0.7600,0.6051,0.973
7.703079633,-0.0502,0.8167,0.6188,1.026
7.709161716,0.0143,0.7048,0.5929,0.921
7.71465932,-0.0150,0.7161,0.5959,0.932
7.723261352,-0.0370,0.7586,0.6061,0.972
7.732432029,0.0441,0.7854,0.6061,0.993
7.737300362,-0.0131,0.7180,0.5959,0.933
7.740767654,-0.0360,0.7644,0.6061,0.976
7.754641716,-0.0404,0.8216,0.6144,1.027
7.758685466,0.0050,0.8700,0.6183,1.067
7.762707862,0.0353,0.8343,0.6120,1.035
7.765723487,0.0465,0.7791,0.6042,0.987
7.774399737,-0.0375,0.8221,0.6169,1.028
7.805301456,0.0143,0.7009,0.5885,0.915
7.810763956,0.0343,0.8377,0.6139,1.039
7.814678539,-0.0370,0.8187,0.6188,1.027
7.818784112,-0.0224,0.8602,0.6266,1.064
7.825288383,0.0060,0.8680,0.6281,1.071
7.828941352,0.0333,0.8343,0.6237,1.042
7.840032914,0.0500,0.7796,0.6125,0.993
7.843201872,0.0255,0.6941,0.6042,0.921
7.847746143,0.0035,0.8607,0.6398,1.072
7.851263018,0.0309,0.8358,0.6306,1.047
7.855923956,0.0465,0.7869,0.6169,1.001
7.860758904,0.0436,0.7351,0.6076,0.955
7.863276091,-0.0287,0.8504,0.6369,1.063
7.86595156,0.0260,0.7024,0.6037,0.927
7.871403591,-0.0038,0.7043,0.6066,0.930
7.875771872,-0.0311,0.7429,0.6144,0.965
7.878585779,0.0412,0.7991,0.6183,1.011
7.883123956,0.0412,0.7459,0.6051,0.961
7.885957602,-0.0355,0.8485,0.6296,1.057
7.891385727,-0.0140,0.8714,0.6320,1.077
7.896124216,0.0143,0.8578,0.6237,1.061
7.90341031,0.0353,0.8143,0.6115,1.019
7.906656091,0.0382,0.7561,0.5973,0.964
7.91151057,0.0241,0.7136,0.5900,0.926
7.922510831,-0.0243,0.8719,0.6237,1.072
7.926209841,-0.0512,0.7830,0.6091,0.993
7.9287163,0.0348,0.7718,0.6022,0.980
7.931401195,-0.0507,0.8397,0.6213,1.046
7.936038747,-0.0302,0.8729,0.6232,1.073
7.938556247,-0.0018,0.7078,0.5895,0.921
7.943994477,-0.0287,0.7307,0.5924,0.941
7.946808591,0.0236,0.8407,0.6081,1.038
7.951129008,0.0343,0.7864,0.5944,0.986
7.953842445,-0.0522,0.8382,0.6100,1.038
7.956933956,0.0255,0.7385,0.5836,0.942
7.961271925,0.0006,0.7141,0.5758,0.917
7.967219789,-0.0311,0.7249,0.5807,0.929
7.971390675,-0.0536,0.7708,0.5920,0.973
7.974139529,0.0280,0.7928,0.5885,0.988
7.979300935,0.0246,0.7405,0.5817,0.942
7.983998331,0.0050,0.7117,0.5783,0.917
7.989915675,-0.0204,0.7185,0.5841,0.926
7.997874425,-0.0399,0.7542,0.5998,0.964
8.002257029,0.0407,0.7366,0.6007,0.951
8.004917445,-0.0302,0.8495,0.6310,1.059
8.009346143,-0.0004,0.8622,0.6340,1.070
8.016886352,0.0270,0.8441,0.6325,1.055
8.021685154,-0.0180,0.7317,0.6203,0.959
8.026825622,-0.0136,0.7234,0.6183,0.952
8.031807081,0.0001,0.7068,0.6164,0.938
8.034950362,0.0055,0.8607,0.6350,1.070
8.039062081,-0.0253,0.8460,0.6379,1.060
8.041898227,0.0426,0.7571,0.6081,0.972
8.044852445,-0.0346,0.7713,0.6291,0.996
8.049148122,0.0006,0.7131,0.6130,0.940
8.052302237,-0.0375,0.8421,0.6315,1.053
8.057061508,-0.0307,0.7376,0.6208,0.965
8.061880466,0.0192,0.7586,0.6061,0.971
8.067109372,-0.0233,0.8524,0.6183,1.053
8.071913279,-0.0268,0.7459,0.6213,0.971
8.074836924,-0.0268,0.8411,0.6188,1.045
8.077205831,0.0211,0.7947,0.6120,1.003
8.080273331,0.0001,0.7341,0.6183,0.960
8.084387602,0.0094,0.8348,0.6130,1.036
8.087634216,0.0260,0.7581,0.6110,0.974
8.091570258,-0.0082,0.7561,0.6149,0.975
8.094472289,0.0206,0.8216,0.6086,1.023
8.097017706,0.0275,0.7581,0.6076,0.972
8.100291299,-0.0023,0.7620,0.6081,0.975
8.104895727,0.0148,0.8240,0.6022,1.021
8.109739477,0.0099,0.7527,0.6007,0.963
8.114888331,-0.0067,0.7879,0.6017,0.991
8.119681508,0.0255,0.7972,0.5968,0.996
8.123010831,0.0133,0.7508,0.6003,0.961
8.127271091,0.0050,0.8025,0.6047,1.005
8.13002057,0.0202,0.7962,0.6012,0.998
8.133367289,0.0290,0.7703,0.6012,0.978
8.137209112,0.0104,0.7581,0.6095,0.973
8.142526352,0.0084,0.7918,0.6086,0.999
8.145017706,0.0187,0.7884,0.6071,0.995
8.147612133,0.0241,0.7693,0.6076,0.981
8.150466195,0.0211,0.7576,0.6125,0.974
8.155800206,0.0050,0.7649,0.6208,0.985
8.159716143,0.0021,0.7854,0.6203,1.001
8.162898956,0.0065,0.7825,0.6218,0.999
8.165659737,0.0123,0.7752,0.6213,0.993
8.170664008,0.0118,0.7654,0.6218,0.986
8.175108279,0.0021,0.7708,0.6257,0.993
8.18056406,0.0026,0.7806,0.6271,1.001
8.18403807,0.0050,0.7796,0.6262,1.000
8.187707393,0.0123,0.7786,0.6271,1.000
8.19239182,0.0138,0.7786,0.6315,1.003
8.194968747,0.0153,0.7786,0.6374,1.006
8.200233643,0.0099,0.7801,0.6359,1.006
8.205037654,0.0084,0.7825,0.6310,1.005
8.208609737,0.0016,0.7859,0.6222,1.002
8.213285518,0.0021,0.7928,0.6164,1.004
8.217626716,0.0065,0.7957,0.6115,1.004
8.220625518,0.0065,0.7972,0.6071,1.002
8.225816352,0.0060,0.7977,0.6012,0.999
8.230203799,0.0021,0.7981,0.5929,0.994
8.233250727,0.0011,0.7967,0.5895,0.991
8.237825362,-0.0048,0.7967,0.5866,0.989
8.242854633,-0.0077,0.7942,0.5851,0.987
8.245655831,-0.0082,0.7928,0.5822,0.984
8.248711404,-0.0087,0.7903,0.5817,0.981
8.252971924,-0.0072,0.7908,0.5793,0.980
8.255564581,-0.0062,0.7913,0.5807,0.982
8.258368018,-0.0067,0.7947,0.5822,0.985
8.262810362,-0.0043,0.7952,0.5900,0.990
8.265404529,-0.0033,0.7957,0.5910,0.991
8.268970154,-0.0018,0.7942,0.5934,0.991
8.273379633,-0.0023,0.7938,0.5964,0.993
8.276027601,0.0016,0.7933,0.6017,0.996
8.283151143,0.0035,0.7840,0.6076,0.992
8.286496351,-0.0028,0.7766,0.6120,0.989
8.291678539,-0.0111,0.7898,0.6095,0.998
8.295339216,0.0011,0.7928,0.6095,1.000
8.29813307,0.0075,0.7757,0.6081,0.986
8.303435154,-0.0155,0.7625,0.6095,0.976
8.307962914,-0.0106,0.8138,0.6056,1.014
8.31051307,0.0065,0.7835,0.6007,0.987
8.314564633,-0.0062,0.7415,0.6027,0.956
8.318437393,-0.0351,0.8265,0.6130,1.030
8.33330557,-0.0106,0.7405,0.6115,0.960
8.338381456,-0.0526,0.8353,0.6320,1.049
8.341351039,-0.0199,0.7268,0.6301,0.962
8.344166872,-0.0546,0.8260,0.6364,1.044
8.348285987,-0.0184,0.7214,0.6271,0.956
8.350970518,-0.0497,0.8358,0.6359,1.051
8.355881195,-0.0287,0.7293,0.6291,0.964
8.361555362,0.0216,0.7595,0.6149,0.978
8.365838747,-0.0048,0.8539,0.6227,1.057
8.368517237,0.0001,0.7151,0.6125,0.942
8.373667758,0.0250,0.7815,0.6051,0.989
8.376290206,-0.0443,0.7473,0.6203,0.972
8.379629789,-0.0053,0.8582,0.6169,1.057
8.383223018,-0.0419,0.8534,0.6291,1.061
8.385942133,0.0280,0.7571,0.5998,0.966
8.388689268,-0.0517,0.7889,0.6218,1.006
8.391913331,0.0216,0.8275,0.6061,1.026
8.395869893,-0.0028,0.8710,0.6169,1.067
8.404037601,-0.0282,0.8651,0.6242,1.067
8.408542601,0.0495,0.7752,0.5983,0.980
8.415666612,-0.0287,0.7786,0.6164,0.993
8.418237914,-0.0150,0.7380,0.6076,0.956
8.421386716,0.0079,0.7092,0.5978,0.928
8.428648487,0.0290,0.8563,0.6159,1.055
8.43125906,0.0402,0.6897,0.5905,0.909
8.433793174,0.0084,0.8514,0.6213,1.054
8.438032185,0.0500,0.6902,0.5910,0.910
8.441158435,0.0534,0.6941,0.5890,0.912
8.44661682,-0.0062,0.8358,0.6227,1.042
8.451729268,0.0573,0.6999,0.5964,0.921
8.454288435,-0.0111,0.8304,0.6286,1.042
8.458263226,0.0563,0.7029,0.5993,0.925
8.461322497,0.0529,0.7019,0.6037,0.927
8.463906039,-0.0116,0.8382,0.6340,1.051
8.469361508,-0.0092,0.8451,0.6350,1.057
8.47401406,-0.0048,0.8509,0.6350,1.062
8.480473643,0.0011,0.8563,0.6369,1.067
8.48435807,0.0084,0.8587,0.6374,1.069
8.487116716,0.0148,0.6907,0.6076,0.920
8.491673487,0.0011,0.7009,0.6105,0.930
8.494407966,0.0270,0.8495,0.6354,1.061
8.499067966,0.0353,0.8338,0.6354,1.049
8.502383122,-0.0277,0.7400,0.6237,0.968
8.506613383,-0.0380,0.7693,0.6306,0.995
8.50957156,0.0470,0.7801,0.6252,1.001
8.520917706,0.0465,0.7483,0.6222,0.974
8.523412445,-0.0282,0.8573,0.6491,1.076
8.528448695,-0.0106,0.8685,0.6491,1.084
8.537507445,0.0094,0.8578,0.6437,1.072
8.541791299,-0.0355,0.7434,0.6266,0.973
8.544941768,-0.0439,0.7835,0.6374,1.011
8.547814424,0.0412,0.7512,0.6227,0.977
8.552594997,0.0299,0.7161,0.6164,0.945
8.558885674,0.0094,0.6955,0.6130,0.927
8.562222862,-0.0126,0.6994,0.6120,0.929
8.567520622,-0.0355,0.7283,0.6174,0.955
8.572571716,-0.0487,0.7762,0.6271,0.999
8.577532341,-0.0478,0.8206,0.6325,1.037
8.582214372,-0.0302,0.8568,0.6301,1.064
8.587125206,-0.0067,0.8675,0.6281,1.071
8.590862758,-0.0126,0.7068,0.5973,0.925
8.59477781,0.0182,0.8475,0.6213,1.051
8.598355153,0.0353,0.8074,0.6100,1.013
8.60225307,0.0368,0.7576,0.5978,0.966
8.608859893,-0.0453,0.8446,0.6164,1.047
8.609341299,0.0241,0.7209,0.5836,0.928
8.615350674,0.0001,0.7053,0.5827,0.915
8.618693903,-0.0272,0.7244,0.5856,0.932
8.621552914,0.0236,0.8358,0.6037,1.031
8.634394737,0.0373,0.7854,0.5895,0.983
8.638187341,-0.0077,0.8714,0.6120,1.065
8.642584789,0.0197,0.8475,0.6100,1.044
8.645321664,-0.0399,0.7478,0.5959,0.957
8.650194424,-0.0468,0.8011,0.6144,1.011
8.652669737,0.0387,0.7439,0.5988,0.956
8.657423539,0.0211,0.7043,0.5968,0.923
8.660436872,-0.0145,0.8675,0.6335,1.074
8.66510182,0.0133,0.8529,0.6296,1.060
8.670487914,0.0319,0.8089,0.6242,1.022
8.675418435,0.0333,0.7556,0.6159,0.975
8.681110414,0.0172,0.7156,0.6125,0.942
8.686584841,-0.0116,0.7092,0.6115,0.937
8.691589893,-0.0409,0.7390,0.6179,0.964
8.694879633,0.0250,0.8255,0.6296,1.038
8.698168903,0.0343,0.7659,0.6149,0.983
8.701980466,-0.0473,0.8407,0.6350,1.055
8.704595883,0.0250,0.7175,0.6047,0.939
8.707830414,0.0055,0.6994,0.6017,0.923
8.719671143,-0.0180,0.7195,0.6086,0.943
8.739302185,-0.0204,0.8177,0.6306,1.033
8.743182185,0.0724,0.7449,0.6095,0.965
8.745696403,-0.0121,0.8157,0.6276,1.029
8.750022237,0.0578,0.6999,0.6017,0.925
8.753041351,0.0290,0.6897,0.6027,0.916
8.758904737,-0.0023,0.7175,0.6066,0.940
8.763108695,-0.0233,0.7703,0.6159,0.987
8.768637133,-0.0238,0.8299,0.6242,1.039
8.773344112,-0.0038,0.8626,0.6291,1.068
8.778114164,0.0246,0.8573,0.6242,1.061
8.781549997,-0.0155,0.7278,0.6012,0.944
8.785502653,-0.0302,0.7825,0.6135,0.995
8.787994945,0.0548,0.7576,0.6027,0.970
8.791701299,-0.0268,0.8387,0.6232,1.045
8.795486403,-0.0053,0.8714,0.6232,1.071
8.798244216,0.0128,0.7058,0.5885,0.919
8.800894528,0.0309,0.8587,0.6193,1.059
8.803548695,-0.0126,0.7356,0.6007,0.950
8.80814406,-0.0277,0.7913,0.6232,1.008
8.81753708,-0.0248,0.8480,0.6379,1.061
8.822366195,-0.0023,0.8714,0.6428,1.083
8.830774945,0.0260,0.8534,0.6340,1.063
8.83424307,0.0509,0.7395,0.6022,0.955
8.837618435,-0.0233,0.8407,0.6257,1.048
8.841791508,0.0065,0.8592,0.6257,1.063
8.846845153,0.0070,0.6960,0.5924,0.914
8.851075466,0.0602,0.7864,0.6012,0.992
8.853798799,-0.0243,0.7967,0.6061,1.001
8.859393851,-0.0136,0.8475,0.6174,1.049
8.863692914,0.0148,0.8622,0.6188,1.061
8.869544476,0.0441,0.8353,0.6154,1.038
8.873952445,0.0592,0.7781,0.6076,0.989
8.878572028,0.0514,0.7244,0.5968,0.940
8.88168958,-0.0175,0.8490,0.6247,1.054
8.886491664,0.0123,0.8587,0.6252,1.062
8.895671247,0.0373,0.8309,0.6227,1.039
8.898710258,-0.0385,0.8074,0.6281,1.024
8.901431091,0.0387,0.7224,0.6071,0.944
8.905779476,-0.0277,0.8534,0.6364,1.065
8.909348278,-0.0048,0.8612,0.6359,1.071
8.912438747,-0.0233,0.7082,0.6071,0.933
8.915516508,0.0206,0.8319,0.6257,1.041
8.919231091,0.0343,0.7781,0.6159,0.993
8.924411247,0.0250,0.7278,0.6042,0.946
8.929071351,-0.0023,0.7038,0.6022,0.926
8.932301872,-0.0145,0.8705,0.6345,1.077
8.936303122,0.0109,0.8387,0.6257,1.046
8.939458122,-0.0605,0.7669,0.6154,0.985
8.943991612,-0.0678,0.8265,0.6271,1.040
8.947143903,0.0094,0.7317,0.6032,0.948
8.951836507,-0.0170,0.7078,0.5993,0.928
8.95438406,-0.0253,0.8714,0.6320,1.077
8.957014737,-0.0468,0.7190,0.6012,0.938
8.959546716,0.0006,0.8382,0.6198,1.042
8.964739216,0.0153,0.7840,0.6061,0.991
8.969057289,0.0075,0.7317,0.5973,0.945
8.974583382,-0.0150,0.7097,0.5895,0.923
8.979893435,-0.0458,0.7244,0.5949,0.938
8.983984112,-0.0693,0.7732,0.6022,0.983
8.986514632,0.0138,0.7884,0.5998,0.991
8.989962132,-0.0722,0.8294,0.6115,1.033
8.994108435,-0.0546,0.8695,0.6193,1.069
8.997136455,-0.0160,0.7078,0.5871,0.920
9.009820778,-0.0463,0.7239,0.5915,0.936
9.012734164,0.0055,0.8436,0.6154,1.044
9.01750958,0.0109,0.7356,0.6027,0.951
9.022147289,-0.0448,0.8724,0.6330,1.079
9.024986768,-0.0013,0.7131,0.5983,0.931
9.027542757,-0.0453,0.8685,0.6301,1.074
9.031987549,-0.0522,0.8490,0.6281,1.057
9.035305778,0.0260,0.7493,0.6003,0.960
9.039219007,0.0275,0.8099,0.6115,1.015
9.042524007,-0.0360,0.7371,0.6188,0.963
9.04713807,0.0094,0.7161,0.6056,0.938
9.05215531,0.0290,0.7986,0.6071,1.004
9.057415622,-0.0175,0.8563,0.6222,1.059
9.06211531,-0.0307,0.7581,0.6203,0.980
9.06751932,0.0333,0.7444,0.6056,0.960
9.072794216,-0.0023,0.8402,0.6149,1.041
9.077180257,-0.0062,0.7332,0.6144,0.957
9.082023278,0.0319,0.7962,0.6066,1.001
9.087013747,-0.0145,0.7757,0.6110,0.988
9.089991299,0.0094,0.8231,0.6086,1.024
9.094486664,0.0123,0.7293,0.6061,0.948
9.097057705,-0.0121,0.7835,0.6120,0.994
9.09981031,0.0099,0.8162,0.6095,1.019
9.103424893,0.0348,0.7698,0.6071,0.981
9.107281872,-0.0057,0.7698,0.6120,0.983
9.112452757,0.0006,0.8113,0.6100,1.015
9.125331872,0.0265,0.7928,0.6061,0.998
9.130205205,0.0026,0.7571,0.6110,0.973
9.135455414,-0.0092,0.8016,0.6164,1.011
9.140030726,0.0084,0.7884,0.6086,0.996
9.145215362,-0.0043,0.7659,0.6149,0.982
9.147659997,-0.0150,0.7776,0.6193,0.994
9.152354893,-0.0101,0.7996,0.6179,1.011
9.154980101,-0.0038,0.7947,0.6149,1.005
9.159961143,-0.0043,0.7752,0.6169,0.991
9.162583487,-0.0087,0.7732,0.6179,0.990
9.167636351,-0.0180,0.7854,0.6213,1.002
9.172516507,-0.0145,0.7938,0.6164,1.005
9.175555205,-0.0116,0.7918,0.6149,1.003
9.18021708,-0.0087,0.7845,0.6135,0.996
9.185600934,-0.0136,0.7815,0.6183,0.997
9.190820414,-0.0204,0.7859,0.6164,0.999
9.195130622,-0.0224,0.7879,0.6120,0.998
9.200930726,-0.0189,0.7884,0.6081,0.996
9.205208955,-0.0175,0.7908,0.6115,1.000
9.207949997,-0.0180,0.7894,0.6125,0.999
9.214251872,-0.0160,0.7918,0.6095,0.999
9.218040205,-0.0204,0.7894,0.6076,0.996
9.223462757,-0.0243,0.7884,0.6051,0.994
9.227842497,-0.0243,0.7894,0.6027,0.993
9.230489789,-0.0228,0.7898,0.6037,0.994
9.235232966,-0.0228,0.7938,0.6061,0.999
9.237984893,-0.0209,0.7918,0.6042,0.996
9.243052341,-0.0180,0.7938,0.6022,0.997
9.248022549,-0.0155,0.7933,0.6061,0.998
9.252970362,-0.0145,0.7903,0.6066,0.996
9.258237445,-0.0136,0.7884,0.6061,0.995
9.26338208,-0.0136,0.7840,0.6061,0.991
9.268578434,-0.0155,0.7835,0.6091,0.992
9.273061507,-0.0160,0.7869,0.6100,0.996
9.278332653,-0.0145,0.7884,0.6081,0.996
9.283006247,-0.0087,0.7898,0.6081,0.997
9.285666455,-0.0043,0.7859,0.6095,0.995
9.290751403,-0.0072,0.7723,0.6135,0.986
9.295563695,-0.0199,0.7889,0.6125,0.999
9.298249372,-0.0150,0.8040,0.6100,1.009
9.301029059,0.0001,0.8006,0.6091,1.006
9.306138434,-0.0004,0.7508,0.6139,0.970
9.310784268,-0.0160,0.8138,0.6179,1.022
9.314467862,0.0123,0.8074,0.6130,1.014
9.318632966,-0.0111,0.7459,0.6154,0.967
9.321014893,-0.0224,0.8113,0.6198,1.021
9.325997237,0.0216,0.7366,0.6100,0.957
9.331000101,-0.0111,0.8358,0.6188,1.040
9.336571195,-0.0053,0.7219,0.6169,0.950
9.341237966,0.0294,0.7972,0.6110,1.005
9.346516872,-0.0282,0.8226,0.6208,1.031
9.351032653,-0.0048,0.7141,0.6159,0.943
9.356028643,0.0363,0.7727,0.6071,0.983
9.358561247,-0.0224,0.7307,0.6203,0.959
9.36349557,0.0265,0.7263,0.6047,0.945
9.366086507,-0.0439,0.7913,0.6271,1.011
9.368585622,0.0206,0.8255,0.6125,1.028
9.373523695,-0.0287,0.8563,0.6291,1.063
9.376103434,0.0265,0.7380,0.6042,0.954
9.378670049,-0.0497,0.7864,0.6291,1.008
